Province_State,Country_Region,Date,Month,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Hawaii,US,07-21-2020,July,2020-07-22 04:34:54,21.0943,-157.4983,1418,24,1057.0,337.0,15.0,100.1502960719613,106783.0,150.0,1.692524682651622,84000015,USA,7541.854065904263,10.57827926657264
Idaho,US,07-21-2020,July,2020-07-22 04:34:54,44.2405,-114.4788,15823,126,4335.0,11362.0,16.0,885.4182696208587,151071.0,621.0,0.7963091701952854,84000016,USA,8453.581710793955,3.924666624533906
Illinois,US,07-21-2020,July,2020-07-22 04:34:54,40.3495,-88.9861,164864,7517,,157347.0,17.0,1301.028478858721,2310029.0,,4.55951572204969,84000017,USA,18229.65302303433,
Indiana,US,07-21-2020,July,2020-07-22 04:34:54,39.8494,-86.2583,57916,2846,41322.0,13748.0,18.0,860.2809861057698,644805.0,7941.0,4.91401339871538,84000018,USA,9577.896975722271,13.71123696387872
Iowa,US,07-21-2020,July,2020-07-22 04:34:54,42.0115,-93.2105,39721,806,28388.0,10527.0,19.0,1258.957804422723,422433.0,,2.029153344578435,84000019,USA,13389.0214797136,
Kansas,US,07-21-2020,July,2020-07-22 04:34:54,38.5266,-96.7265,22929,316,1016.0,21597.0,20.0,787.0418362044051,261531.0,1497.0,1.378167386279384,84000020,USA,8977.096186679499,6.528849928038729
Kentucky,US,07-21-2020,July,2020-07-22 04:34:54,37.6681,-84.6701,24060,674,6927.0,16459.0,21.0,538.5353851994092,508693.0,2900.0,2.801330008312552,84000021,USA,11386.08398600345,12.05320033250208
Louisiana,US,07-21-2020,July,2020-07-22 04:34:54,31.1695,-91.8678,96583,3498,53288.0,39797.0,22.0,2077.592597133795,1122962.0,,3.621755381381817,84000022,USA,24155.98540180529,
Maine,US,07-21-2020,July,2020-07-22 04:34:54,44.6939,-69.3819,3723,118,3191.0,414.0,23.0,276.9652406019289,142243.0,377.0,3.16948697287134,84000023,USA,10581.88738085957,10.12624227773301
Maryland,US,07-21-2020,July,2020-07-22 04:34:54,39.0639,-76.8021,79545,3402,5380.0,70763.0,24.0,1315.73288695399,764367.0,11949.0,4.276824438996794,84000024,USA,12643.19315610486,15.02168583820479
Massachusetts,US,07-21-2020,July,2020-07-22 04:34:54,42.2302,-71.5301,114033,8450,95390.0,10193.0,25.0,1654.449769553963,1059181.0,11746.0,7.410135662483668,84000025,USA,15367.14601357446,10.30052704041812
Michigan,US,07-21-2020,July,2020-07-22 04:34:54,43.3266,-84.5361,83059,6382,55162.0,21515.0,26.0,831.6830810734548,1529375.0,,7.683694723028209,84000026,USA,15313.87702857866,
Minnesota,US,07-21-2020,July,2020-07-22 04:34:54,45.6945,-93.9002,47457,1588,41511.0,4358.0,27.0,841.4910760134703,876859.0,4723.0,3.346187074614915,84000027,USA,15548.15987993543,9.952167225066903
Mississippi,US,07-21-2020,July,2020-07-22 04:34:54,32.7416,-89.6787,45524,1389,30315.0,13820.0,28.0,1529.627716891863,395198.0,3797.0,3.05113786134786,84000028,USA,13278.83785388433,8.34065547842896
Missouri,US,07-21-2020,July,2020-07-22 04:34:54,38.4561,-92.2884,35194,1148,,34046.0,29.0,573.432388942078,580320.0,,3.261919645394101,84000029,USA,9455.426605411907,
Montana,US,07-21-2020,July,2020-07-22 04:34:54,46.9219,-110.4544,2711,40,1493.0,1178.0,30.0,253.6541732707821,141002.0,174.0,1.475470306160088,84000030,USA,13192.82395408588,6.418295831796385
Nebraska,US,07-21-2020,July,2020-07-22 04:34:54,41.1254,-98.2681,23190,310,17237.0,5643.0,31.0,1198.816382066245,238441.0,1502.0,1.336783096162139,84000031,USA,12326.30344787656,6.476929711082362
Nevada,US,07-21-2020,July,2020-07-22 04:34:54,38.3135,-117.0554,37528,676,874.0,35978.0,32.0,1218.379848293398,398822.0,,1.801321679812407,84000032,USA,12948.1104203813,
New Hampshire,US,07-21-2020,July,2020-07-22 04:34:54,43.4525,-71.5639,6262,400,5286.0,576.0,33.0,460.5390410168043,144822.0,673.0,6.387735547748322,84000033,USA,10650.93979529474,10.74736505908656
New Jersey,US,07-21-2020,July,2020-07-22 04:34:54,40.2989,-74.521,177256,15737,31781.0,129738.0,34.0,1995.633959642836,1817955.0,21099.0,8.878119781558878,84000034,USA,20467.4185082733,11.90312316649366
New Mexico,US,07-21-2020,July,2020-07-22 04:34:54,34.8405,-106.2485,17517,588,6814.0,10115.0,35.0,835.4043176625274,476497.0,2399.0,3.356739167665696,84000035,USA,22724.64755113555,13.6952674544728
New York,US,07-21-2020,July,2020-07-22 04:34:54,42.1657,-74.9481,408181,32520,72302.0,303359.0,36.0,2098.232811977201,5230981.0,89995.0,7.967053831511022,84000036,USA,26889.58078163685,22.04781702235038
North Carolina,US,07-21-2020,July,2020-07-22 04:34:54,35.6301,-79.8064,103216,1705,78707.0,22804.0,37.0,984.1263666461864,1458997.0,,1.651875678189428,84000037,USA,13910.99651757175,
North Dakota,US,07-21-2020,July,2020-07-22 04:34:54,47.5289,-99.784,5207,94,4319.0,794.0,38.0,683.2777385567052,137293.0,309.0,1.80526214710966,84000038,USA,18015.98820043513,5.934319185711543
Northern Mariana Islands,US,07-21-2020,July,2020-07-22 04:34:54,15.0979,145.6739,38,2,29.0,7.0,69.0,68.91048890178442,11093.0,4.0,5.263157894736842,580,MNP,20116.42245756565,10.52631578947368
Ohio,US,07-21-2020,July,2020-07-22 04:34:54,40.3888,-82.7649,77215,3219,53077.0,20919.0,39.0,660.5726702654609,1200023.0,9736.0,4.168879103801075,84000039,USA,10266.17104824152,12.60894903839927
Oklahoma,US,07-21-2020,July,2020-07-22 04:34:54,35.5653,-96.9289,26326,461,19750.0,6115.0,40.0,665.3068723526153,497490.0,2403.0,1.751120565220694,84000040,USA,12572.49547696963,9.127858390944313
Oregon,US,07-21-2020,July,2020-07-22 04:34:54,44.572,-122.0709,15139,269,3381.0,11489.0,41.0,358.9365576848438,345263.0,1406.0,1.776867692714182,84000041,USA,8185.977456631364,9.287271286082305
Pennsylvania,US,07-21-2020,July,2020-07-22 04:34:54,40.5908,-77.2098,107460,7051,77073.0,23336.0,42.0,839.4008149827342,1055763.0,,6.561511260003723,84000042,USA,8246.866951690086,
Puerto Rico,US,07-21-2020,July,2020-07-22 04:34:54,18.2208,-66.5901,12940,180,,12760.0,72.0,441.1251349965637,205626.0,,1.391035548686244,630,PRI,7009.798841484035,
Rhode Island,US,07-21-2020,July,2020-07-22 04:34:54,41.6809,-71.5118,17986,996,1741.0,15249.0,44.0,1697.815947538186,184964.0,2116.0,5.537640386967641,84000044,USA,17459.95935285516,11.76470588235294
South Carolina,US,07-21-2020,July,2020-07-22 04:34:54,33.8569,-80.945,73337,1221,27062.0,45054.0,45.0,1424.375096383291,598693.0,4498.0,1.664916754162292,84000045,USA,11628.01041192034,6.133329697151506
South Dakota,US,07-21-2020,July,2020-07-22 04:34:54,44.2998,-99.4388,8019,118,7081.0,820.0,46.0,906.450960200484,99845.0,776.0,1.471505175208879,84000046,USA,11286.26962479328,9.677017084424492
Tennessee,US,07-21-2020,July,2020-07-22 04:34:54,35.7478,-86.6923,81944,871,47852.0,33221.0,47.0,1199.910853054849,1238233.0,3798.0,1.062921019232647,84000047,USA,18131.51927304825,4.634872595919163
Texas,US,07-21-2020,July,2020-07-22 04:34:54,31.0545,-97.5635,351071,4199,186529.0,160343.0,48.0,1210.761625073575,3043574.0,,1.196054359374599,84000048,USA,10496.57363402754,
Utah,US,07-21-2020,July,2020-07-22 04:34:54,40.15,-111.8624,35012,251,22032.0,12729.0,49.0,1092.091661837117,475443.0,2109.0,0.7168970638638181,84000049,USA,14829.98217693432,6.023649034616701
Vermont,US,07-21-2020,July,2020-07-22 04:34:54,44.0459,-72.7107,1366,56,1148.0,162.0,50.0,218.9141154731894,84947.0,,4.099560761346998,84000050,USA,13613.54126434921,
Virgin Islands,US,07-21-2020,July,2020-07-22 04:34:54,18.3358,-64.8963,304,6,158.0,140.0,78.0,283.4023194242458,7161.0,,1.973684210526316,850,VIR,6675.802662490211,
Virginia,US,07-21-2020,July,2020-07-22 04:34:54,37.7693,-78.17,79371,2048,10235.0,67088.0,51.0,929.8907307218227,940092.0,11424.0,2.580287510551713,84000051,USA,11013.88210839903,14.39316626979627
Washington,US,07-21-2020,July,2020-07-22 04:34:54,47.4009,-121.4905,48575,1465,,47110.0,53.0,637.8947150012483,826354.0,5102.0,3.015954709212558,84000053,USA,10851.81367617378,10.50334534225425
West Virginia,US,07-21-2020,July,2020-07-22 04:34:54,38.4912,-80.9545,5172,101,3546.0,1525.0,54.0,288.5923978334367,240326.0,,1.952822892498066,84000054,USA,13409.94907225802,
Wisconsin,US,07-21-2020,July,2020-07-22 04:34:54,44.2685,-89.6165,44135,859,33902.0,9374.0,55.0,758.0163210093922,798398.0,4194.0,1.946301121558853,84000055,USA,13712.44397102655,9.502662286167439
Wyoming,US,07-21-2020,July,2020-07-22 04:34:54,42.756,-107.3025,2238,25,1694.0,519.0,56.0,386.6894510495733,44165.0,146.0,1.117068811438785,84000056,USA,7630.98284432726,6.523681858802504
Alabama,US,07-22-2020,July,2020-07-23 05:15:18,32.3182,-86.9023,71813,1364,29736.0,40713.0,1.0,1464.619425944565,609488.0,8538.0,1.899377550025761,84000001,USA,12430.45081921241,11.88921225961873
Alaska,US,07-22-2020,July,2020-07-23 05:15:18,61.3707,-152.4044,2131,19,753.0,1359.0,2.0,291.3012870021666,185333.0,,0.8916001877053027,84000002,USA,25334.46336178909,
American Samoa,US,07-22-2020,July,2020-07-23 05:15:18,-14.271,-170.132,0,0,,0.0,60.0,0.0,1037.0,,,16,ASM,1863.733577757409,
Arizona,US,07-22-2020,July,2020-07-23 05:15:18,33.7298,-111.4312,150609,2974,19293.0,128342.0,4.0,2069.169607775656,813981.0,7047.0,1.974649589333971,84000004,USA,11183.02854747615,4.679003246817921
Arkansas,US,07-22-2020,July,2020-07-23 05:15:18,34.9697,-92.3731,35246,380,27990.0,6876.0,5.0,1167.935359619114,440226.0,2317.0,1.078136526130625,84000005,USA,14587.62729454928,6.573795608012258
California,US,07-22-2020,July,2020-07-23 05:15:18,36.1162,-119.6816,421286,8047,,413239.0,6.0,1066.216902045729,6664419.0,,1.910103824955018,84000006,USA,16866.72754403112,
Colorado,US,07-22-2020,July,2020-07-23 05:15:18,39.0598,-105.3111,41680,1771,5064.0,34845.0,8.0,723.7699384031496,457402.0,6110.0,4.249040307101727,84000008,USA,7942.749936791684,14.65930902111324
Connecticut,US,07-22-2020,July,2020-07-23 05:15:18,41.5978,-72.7554,48223,4406,8466.0,35351.0,9.0,1352.569933360204,674406.0,10654.0,9.136718993011634,84000009,USA,18915.89653231283,22.09319204528959
Delaware,US,07-22-2020,July,2020-07-23 05:15:18,39.3185,-75.5071,13792,527,7859.0,5406.0,10.0,1416.359610747573,159433.0,,3.821055684454756,84000010,USA,16372.8583106379,
Diamond Princess,US,07-22-2020,July,2020-07-23 05:15:18,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,07-22-2020,July,2020-07-23 05:15:18,38.8974,-77.0268,11529,580,1974.0,8975.0,11.0,1633.583611170543,159572.0,,5.030791916037818,84000011,USA,22610.30479674785,
Florida,US,07-22-2020,July,2020-07-23 05:15:18,27.7663,-81.6868,379619,5345,,374274.0,12.0,1767.499993132423,3154711.0,22588.0,1.407990643250206,84000012,USA,14688.2839658573,5.95017636103567
Georgia,US,07-22-2020,July,2020-07-23 05:15:18,33.0406,-83.6431,152302,3335,,148967.0,13.0,1434.453539243939,1316844.0,15922.0,2.18972830297698,84000013,USA,12402.67059153619,10.45422909745112
Grand Princess,US,07-22-2020,July,2020-07-23 05:15:18,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,07-22-2020,July,2020-07-23 05:15:18,13.4443,144.7937,330,5,242.0,83.0,66.0,200.9389328315949,19082.0,,1.515151515151515,316,GUM,11619.14156452271,
Hawaii,US,07-22-2020,July,2020-07-23 05:15:18,21.0943,-157.4983,1435,25,1084.0,326.0,15.0,101.350969579171,108182.0,151.0,1.742160278745644,84000015,USA,7640.662432762284,10.52264808362369
Idaho,US,07-22-2020,July,2020-07-23 05:15:18,44.2405,-114.4788,16322,135,4504.0,11683.0,16.0,913.3411487550817,153971.0,656.0,0.8271045215047176,84000016,USA,8615.85896427942,4.019115304496998
Illinois,US,07-22-2020,July,2020-07-23 05:15:18,40.3495,-88.9861,166475,7540,,158935.0,17.0,1313.74172662319,2349662.0,,4.529208589878361,84000017,USA,18542.41785770174,
Indiana,US,07-22-2020,July,2020-07-23 05:15:18,39.8494,-86.2583,58673,2863,41322.0,14488.0,18.0,871.5254212615483,654413.0,8020.0,4.879586862781858,84000018,USA,9720.61366393458,13.66897891704873
Iowa,US,07-22-2020,July,2020-07-23 05:15:18,42.0115,-93.2105,40208,814,28607.0,10787.0,19.0,1274.393278120612,426436.0,,2.024472741742937,84000019,USA,13515.89663620776,
Kansas,US,07-22-2020,July,2020-07-23 05:15:18,38.5266,-96.7265,23481,321,1050.0,22110.0,20.0,805.9893303639772,268686.0,1545.0,1.367062731570206,84000020,USA,9222.692782171782,6.579787913632297
Kentucky,US,07-22-2020,July,2020-07-23 05:15:18,37.6681,-84.6701,24540,677,7000.0,16863.0,21.0,549.2792332831879,519075.0,2914.0,2.758761206193969,84000021,USA,11618.46446684885,11.87449062754686
Louisiana,US,07-22-2020,July,2020-07-23 05:15:18,31.1695,-91.8678,99354,3558,61456.0,34340.0,22.0,2137.199454310085,1152901.0,,3.581134126456912,84000022,USA,24800.00189296407,
Maine,US,07-22-2020,July,2020-07-23 05:15:18,44.6939,-69.3819,3722,118,3216.0,388.0,23.0,276.8908475746385,145018.0,377.0,3.170338527673294,84000023,USA,10788.32803159026,10.12896292315959
Maryland,US,07-22-2020,July,2020-07-23 05:15:18,39.0639,-76.8021,80172,3405,5434.0,71333.0,24.0,1326.103928755739,782833.0,11997.0,4.247118694806167,84000024,USA,12948.63439679242,14.96407723394701
Massachusetts,US,07-22-2020,July,2020-07-23 05:15:18,42.2302,-71.5301,114320,8468,96452.0,9400.0,25.0,1658.613714060045,1070062.0,11761.0,7.407277816655004,84000025,USA,15525.01319186948,10.28778866340098
Michigan,US,07-22-2020,July,2020-07-23 05:15:18,43.3266,-84.5361,83730,6388,55162.0,22180.0,26.0,838.4019116324587,1559613.0,,7.629284605278872,84000026,USA,15616.65496962658,
Minnesota,US,07-22-2020,July,2020-07-23 05:15:18,45.6945,-93.9002,47961,1592,42234.0,4135.0,27.0,850.4278293335452,888551.0,4771.0,3.319363649631993,84000027,USA,15755.47837163844,9.947665811805424
Mississippi,US,07-22-2020,July,2020-07-23 05:15:18,32.7416,-89.6787,47071,1423,30315.0,15333.0,28.0,1581.607641284089,403030.0,3844.0,3.023092774744535,84000028,USA,13541.99672126631,8.166386947377367
Missouri,US,07-22-2020,July,2020-07-23 05:15:18,38.4561,-92.2884,36497,1159,,35338.0,29.0,594.6627805654094,589460.0,,3.175603474258158,84000029,USA,9604.348922708341,
Montana,US,07-22-2020,July,2020-07-23 05:15:18,46.9219,-110.4544,2812,42,1543.0,1227.0,30.0,263.1042180883214,143518.0,179.0,1.493598862019914,84000030,USA,13428.2329913228,6.365576102418207
Nebraska,US,07-22-2020,July,2020-07-23 05:15:18,41.1254,-98.2681,23486,311,17389.0,5786.0,31.0,1214.118221181881,242621.0,1508.0,1.324193136336541,84000031,USA,12542.3902299825,6.420846461721878
Nevada,US,07-22-2020,July,2020-07-23 05:15:18,38.3135,-117.0554,38657,704,917.0,37036.0,32.0,1255.033835948569,404308.0,,1.821144941407766,84000032,USA,13126.21828245063,
New Hampshire,US,07-22-2020,July,2020-07-23 05:15:18,43.4525,-71.5639,6295,402,5316.0,577.0,33.0,462.9660273396332,145538.0,677.0,6.386020651310563,84000033,USA,10703.59804399611,10.75456711675933
New Jersey,US,07-22-2020,July,2020-07-23 05:15:18,40.2989,-74.521,177645,15707,31850.0,130088.0,34.0,2000.01351018161,1840929.0,21184.0,8.841791212812069,84000034,USA,20726.07093520855,11.92490641447831
New Mexico,US,07-22-2020,July,2020-07-23 05:15:18,34.8405,-106.2485,17828,591,6870.0,10367.0,35.0,850.2362376712647,481531.0,2433.0,3.315010096477452,84000035,USA,22964.72435282038,13.64707202153915
New York,US,07-22-2020,July,2020-07-23 05:15:18,42.1657,-74.9481,408886,32558,72386.0,303942.0,36.0,2101.856827138229,5298640.0,89995.0,7.962610605401016,84000036,USA,27237.37828770784,22.00980224316802
North Carolina,US,07-22-2020,July,2020-07-23 05:15:18,35.6301,-79.8064,105276,1732,78707.0,24837.0,37.0,1003.767704377654,1491820.0,,1.645199285687146,84000037,USA,14223.95167696979,
North Dakota,US,07-22-2020,July,2020-07-23 05:15:18,47.5289,-99.784,5367,96,4407.0,864.0,38.0,704.2734055759242,139266.0,317.0,1.788708775852432,84000038,USA,18274.89101936588,5.906465436929383
Northern Mariana Islands,US,07-22-2020,July,2020-07-23 05:15:18,15.0979,145.6739,38,2,29.0,7.0,69.0,68.91048890178442,12745.0,4.0,5.263157894736842,580,MNP,23112.2152908748,10.52631578947368
Ohio,US,07-22-2020,July,2020-07-23 05:15:18,40.3888,-82.7649,78742,3235,54426.0,21081.0,39.0,673.636122541513,1221595.0,9864.0,4.10835386451957,84000039,USA,10450.71904594879,12.52698686850728
Oklahoma,US,07-22-2020,July,2020-07-23 05:15:18,35.5653,-96.9289,27298,474,21596.0,5228.0,40.0,710.6193095678489,505598.0,2540.0,1.68569294782887,84000040,USA,12777.39968273712,9.033038159251749
Oregon,US,07-22-2020,July,2020-07-23 05:15:18,44.572,-122.0709,15393,271,3381.0,11741.0,41.0,364.9587444641522,352794.0,1433.0,1.760540505424544,84000041,USA,8364.532923698182,9.309426362632363
Pennsylvania,US,07-22-2020,July,2020-07-23 05:15:18,40.5908,-77.2098,108187,7077,77547.0,23563.0,42.0,845.0796200496657,1071477.0,,6.541451375858468,84000042,USA,8369.613503026756,
Puerto Rico,US,07-22-2020,July,2020-07-23 05:15:18,18.2208,-66.5901,13038,185,,12853.0,72.0,444.4659590483152,205724.0,,1.418929283632459,630,PRI,7013.139665535788,
Rhode Island,US,07-22-2020,July,2020-07-23 05:15:18,41.6809,-71.5118,18062,997,1749.0,15316.0,44.0,1704.990083644763,186856.0,2127.0,5.519875982726165,84000044,USA,17638.55758329786,11.77610452884509
South Carolina,US,07-22-2020,July,2020-07-23 05:15:18,33.8569,-80.945,75042,1285,27062.0,46695.0,45.0,1457.490161620941,609160.0,4498.0,1.71237440366728,84000045,USA,11831.3038945259,5.993976706377762
South Dakota,US,07-22-2020,July,2020-07-23 05:15:18,44.2998,-99.4388,8077,119,7159.0,799.0,46.0,913.0071586905237,101058.0,790.0,1.473319301720936,84000046,USA,11423.38460355911,9.780859229912096
Tennessee,US,07-22-2020,July,2020-07-23 05:15:18,35.7478,-86.6923,84417,888,49748.0,33781.0,47.0,1236.123138757337,1263828.0,3907.0,1.051920821635452,84000047,USA,18506.30837638637,4.628214696092019
Texas,US,07-22-2020,July,2020-07-23 05:15:18,31.0545,-97.5635,363615,4439,195315.0,163861.0,48.0,1254.022942086154,3104148.0,,1.220796721807407,84000048,USA,10705.47916788595,
Utah,US,07-22-2020,July,2020-07-23 05:15:18,40.15,-111.8624,35578,260,22532.0,12786.0,49.0,1109.746291124213,481402.0,2135.0,0.7307886896396649,84000049,USA,15015.8548552414,6.000899432233402
Vermont,US,07-22-2020,July,2020-07-23 05:15:18,44.0459,-72.7107,1366,56,1152.0,158.0,50.0,218.9141154731894,85742.0,,4.099560761346998,84000050,USA,13740.94735644378,
Virgin Islands,US,07-22-2020,July,2020-07-23 05:15:18,18.3358,-64.8963,320,7,172.0,141.0,78.0,298.3182309728903,7466.0,,2.1875,850,VIR,6960.137226386248,
Virginia,US,07-22-2020,July,2020-07-23 05:15:18,37.7693,-78.17,80393,2051,10331.0,68011.0,51.0,941.8642264166948,954187.0,11488.0,2.551217145771398,84000051,USA,11179.01559354504,14.28980135086388
Washington,US,07-22-2020,July,2020-07-23 05:15:18,47.4009,-121.4905,49247,1468,,47779.0,53.0,646.7195271161394,841184.0,5161.0,2.980892237090584,84000053,USA,11046.56362210211,10.47982618230552
West Virginia,US,07-22-2020,July,2020-07-23 05:15:18,38.4912,-80.9545,5212,101,3625.0,1486.0,54.0,290.8243576001299,242387.0,,1.93783576362241,84000054,USA,13524.95079923689,
Wisconsin,US,07-22-2020,July,2020-07-23 05:15:18,44.2685,-89.6165,44847,865,34682.0,9300.0,55.0,770.2448838406757,813213.0,4225.0,1.928780074475438,84000055,USA,13966.89082263535,9.420920016946507
Wyoming,US,07-22-2020,July,2020-07-23 05:15:18,42.756,-107.3025,2288,25,1745.0,518.0,56.0,395.3286255591706,44215.0,152.0,1.092657342657343,84000056,USA,7639.622018836855,6.643356643356642
Alabama,US,07-23-2020,July,2020-07-24 05:30:54,32.3182,-86.9023,74212,1397,32510.0,40305.0,1.0,1513.546806820465,619527.0,8995.0,1.882444887619253,84000001,USA,12635.19528632919,12.12068129143535
Alaska,US,07-23-2020,July,2020-07-24 05:30:54,61.3707,-152.4044,2193,19,787.0,1387.0,2.0,299.7765004203433,189509.0,,0.8663930688554492,84000002,USA,25905.30999460047,
American Samoa,US,07-23-2020,July,2020-07-24 05:30:54,-14.271,-170.132,0,0,,0.0,60.0,0.0,1037.0,,,16,ASM,1863.733577757409,
Arizona,US,07-23-2020,July,2020-07-24 05:30:54,33.7298,-111.4312,152944,3063,19737.0,130144.0,4.0,2101.249437229116,822713.0,7236.0,2.00269379642222,84000004,USA,11302.9947448156,4.73114342504446
Arkansas,US,07-23-2020,July,2020-07-24 05:30:54,34.9697,-92.3731,36259,386,28864.0,7009.0,5.0,1201.502814629446,446480.0,2361.0,1.064563280840619,84000005,USA,14794.86407997338,6.511486803276428
California,US,07-23-2020,July,2020-07-24 05:30:54,36.1162,-119.6816,430773,8201,,422572.0,6.0,1090.22719374711,6778304.0,,1.90378691329308,84000006,USA,17154.95480980658,
Colorado,US,07-23-2020,July,2020-07-24 05:30:54,39.0598,-105.3111,42295,1786,5095.0,35414.0,8.0,734.4493652773804,465411.0,6133.0,4.222721361863105,84000008,USA,8081.825595061137,14.50053197777515
Connecticut,US,07-23-2020,July,2020-07-24 05:30:54,41.5978,-72.7554,48232,4410,8516.0,35306.0,9.0,1352.822367455972,687888.0,10712.0,9.143307347818876,84000009,USA,19294.04280777396,22.20932161220767
Delaware,US,07-23-2020,July,2020-07-24 05:30:54,39.3185,-75.5071,13924,529,7893.0,5502.0,10.0,1429.915256674102,162351.0,,3.799195633438667,84000010,USA,16672.52024104403,
Diamond Princess,US,07-23-2020,July,2020-07-24 05:30:54,,,49,0,,49.0,88888.0,,,,0.0,84088888,USA,,
District of Columbia,US,07-23-2020,July,2020-07-24 05:30:54,38.8974,-77.0268,11571,581,2020.0,8970.0,11.0,1639.534735437103,162021.0,,5.021173623714459,84000011,USA,22957.31201886223,
Florida,US,07-23-2020,July,2020-07-24 05:30:54,27.7663,-81.6868,389868,5518,,384350.0,12.0,1815.219173230401,3210942.0,22991.0,1.415350836693445,84000012,USA,14950.09460261107,5.897124154842151
Georgia,US,07-23-2020,July,2020-07-24 05:30:54,33.0406,-83.6431,156607,3361,,153246.0,13.0,1475.000101248674,1336938.0,16353.0,2.146136507308102,84000013,USA,12591.92555481683,10.44206197679542
Grand Princess,US,07-23-2020,July,2020-07-24 05:30:54,,,103,3,,100.0,99999.0,,,,2.912621359223301,84099999,USA,,
Guam,US,07-23-2020,July,2020-07-24 05:30:54,13.4443,144.7937,337,5,244.0,88.0,66.0,205.201273831053,19464.0,,1.483679525222552,316,GUM,11851.74360192171,
Hawaii,US,07-23-2020,July,2020-07-24 05:30:54,21.0943,-157.4983,1490,26,1113.0,351.0,15.0,105.2355015142611,108813.0,154.0,1.74496644295302,84000015,USA,7685.228608235771,10.33557046979866
Idaho,US,07-23-2020,July,2020-07-24 05:30:54,44.2405,-114.4788,16737,138,4746.0,11853.0,16.0,936.5635833055876,156826.0,674.0,0.8245205233912888,84000016,USA,8775.618122452177,4.027006034534265
Illinois,US,07-23-2020,July,2020-07-24 05:30:54,40.3495,-88.9861,168096,7560,,160536.0,17.0,1326.533889643801,2389368.0,,4.497430039977156,84000017,USA,18855.75877373899,
Indiana,US,07-23-2020,July,2020-07-24 05:30:54,39.8494,-86.2583,59602,2880,42603.0,14119.0,18.0,885.3247346825765,666283.0,8066.0,4.832052615684037,84000018,USA,9896.929972123604,13.53310291600953
Iowa,US,07-23-2020,July,2020-07-24 05:30:54,42.0115,-93.2105,40796,820,28924.0,11052.0,19.0,1293.029948622376,436286.0,,2.010000980488283,84000019,USA,13828.09256213016,
Kansas,US,07-23-2020,July,2020-07-24 05:30:54,38.5266,-96.7265,23956,322,1050.0,22584.0,20.0,822.2937863889715,268686.0,1545.0,1.344130906662214,84000020,USA,9222.692782171782,6.449323760227082
Kentucky,US,07-23-2020,July,2020-07-24 05:30:54,37.6681,-84.6701,25147,684,7046.0,17417.0,21.0,562.8657245057998,524795.0,2921.0,2.720006362587982,84000021,USA,11746.49532318055,11.61569968584721
Louisiana,US,07-23-2020,July,2020-07-24 05:30:54,31.1695,-91.8678,101650,3574,61456.0,36620.0,22.0,2186.588607712021,1174868.0,,3.515986227250369,84000022,USA,25272.5330483562,
Maine,US,07-23-2020,July,2020-07-24 05:30:54,44.6939,-69.3819,3737,118,3239.0,380.0,23.0,278.0067429839936,147675.0,378.0,3.157613058603157,84000023,USA,10985.99030510068,10.11506556061011
Maryland,US,07-23-2020,July,2020-07-24 05:30:54,39.0639,-76.8021,80836,3409,5434.0,71993.0,24.0,1337.086977808948,789041.0,12037.0,4.217180464149636,84000024,USA,13051.31928914531,14.8906427829185
Massachusetts,US,07-23-2020,July,2020-07-24 05:30:54,42.2302,-71.5301,114647,8484,96452.0,9711.0,25.0,1663.357999263838,1070062.0,11761.0,7.400106413600008,84000025,USA,15525.01319186948,10.25844548919728
Michigan,US,07-23-2020,July,2020-07-24 05:30:54,43.3266,-84.5361,84431,6395,55162.0,22874.0,26.0,845.4211370003595,1586724.0,,7.57423221328659,84000026,USA,15888.1217584271,
Minnesota,US,07-23-2020,July,2020-07-24 05:30:54,45.6945,-93.9002,48721,1601,42524.0,4596.0,27.0,863.9038859273088,905315.0,4818.0,3.286057346934587,84000027,USA,16052.7318094514,9.888959586215387
Mississippi,US,07-23-2020,July,2020-07-24 05:30:54,32.7416,-89.6787,48053,1436,30315.0,16302.0,28.0,1614.603301111604,404012.0,3878.0,2.988367011424885,84000028,USA,13574.99238109382,8.070255759265809
Missouri,US,07-23-2020,July,2020-07-24 05:30:54,38.4561,-92.2884,38060,1189,,36871.0,29.0,620.1294744313092,603284.0,,3.124014713610089,84000029,USA,9829.589854251652,
Montana,US,07-23-2020,July,2020-07-24 05:30:54,46.9219,-110.4544,2909,43,1587.0,1279.0,30.0,272.1800037051661,146218.0,183.0,1.478171192849776,84000030,USA,13680.85795179167,6.29082158817463
Nebraska,US,07-23-2020,July,2020-07-24 05:30:54,41.1254,-98.2681,23818,316,17499.0,6003.0,31.0,1231.281094784554,245573.0,1522.0,1.32672768494416,84000031,USA,12694.99505791953,6.390125115458897
Nevada,US,07-23-2020,July,2020-07-24 05:30:54,38.3135,-117.0554,39919,709,975.0,38235.0,32.0,1296.005786719893,414136.0,,1.776096595606102,84000032,USA,13445.29303061274,
