Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,filename,Date,Month
Montana,US,10-06-2020 04:07,46.9219,-110.4544,554,18,485,51,30,51.8348993,53184,72,3.249097473,84000030,USA,4976.150332,12.99638989,06-09-2020.csv,06-09-2020,June
Nebraska,US,10-06-2020 04:07,41.1254,-98.2681,15918,189,8637,7092,31,822.8874157,122692,967,1.187335092,84000031,USA,6342.612313,6.074883779,06-09-2020.csv,06-09-2020,June
Nevada,US,10-06-2020 04:07,38.3135,-117.0554,10045,446,557,9042,32,326.1198459,183589,,4.44001991,84000032,USA,5960.379929,,06-09-2020.csv,06-09-2020,June
New Hampshire,US,10-06-2020 04:07,43.4525,-71.5639,5079,286,3392,1401,33,373.5352586,87123,492,5.63102973,84000033,USA,6407.464527,9.686946249,06-09-2020.csv,06-09-2020,June
New Jersey,US,10-06-2020 04:07,40.2989,-74.521,164796,12303,28036,124457,34,1855.353241,989497,18069,7.465593825,84000034,USA,11140.23681,10.96446516,06-09-2020.csv,06-09-2020,June
New Mexico,US,10-06-2020 04:07,34.8405,-106.2485,9105,404,3380,5321,35,434.2271115,238801,1558,4.43712246,84000035,USA,11388.67309,17.11147721,06-09-2020.csv,06-09-2020,June
New York,US,10-06-2020 04:07,42.1657,-74.9481,379482,30458,67808,281216,36,1950.707122,2605869,89995,8.026204141,84000036,USA,13395.33158,23.71522233,06-09-2020.csv,06-09-2020,June
North Carolina,US,10-06-2020 04:07,35.6301,-79.8064,37227,1068,23653,12506,37,354.9456698,535711,,2.868885486,84000037,USA,5107.806154,,06-09-2020.csv,06-09-2020,June
North Dakota,US,10-06-2020 04:07,47.5289,-99.784,2901,72,2450,379,38,380.6776876,80666,189,2.481902792,84000038,USA,10585.22797,6.514994829,06-09-2020.csv,06-09-2020,June
Northern Mariana Islands,US,10-06-2020 04:07,15.0979,145.6739,30,2,19,9,69,54.40301755,7523,,6.666666667,580,MNP,13642.46337,,06-09-2020.csv,06-09-2020,June
Ohio,US,10-06-2020 04:07,40.3888,-82.7649,39162,2423,,36739,39,335.0300707,490390,6620,6.187120168,84000039,USA,4195.275941,16.90414177,06-09-2020.csv,06-09-2020,June
Oklahoma,US,10-06-2020 04:07,35.5653,-96.9289,7363,354,6073,936,40,186.0766733,234041,1061,4.807822898,84000040,USA,5914.650373,14.40988727,06-09-2020.csv,06-09-2020,June
Oregon,US,10-06-2020 04:07,44.572,-122.0709,4988,169,2313,2506,41,118.2624711,153617,851,3.388131516,84000041,USA,3642.166403,17.06094627,06-09-2020.csv,06-09-2020,June
Pennsylvania,US,10-06-2020 04:07,40.5908,-77.2098,80870,6014,53670,21186,42,631.6987149,536304,,7.436626685,84000042,USA,4189.224034,,06-09-2020.csv,06-09-2020,June
Puerto Rico,US,10-06-2020 04:07,18.2208,-66.5901,5185,142,,5043,72,176.7568644,5185,,2.738669238,630,PRI,176.7568644,,06-09-2020.csv,06-09-2020,June
Rhode Island,US,10-06-2020 04:07,41.6809,-71.5118,15691,808,1398,13485,44,1481.175916,180887,1815,5.149448729,84000044,USA,17075.10471,11.5671404,06-09-2020.csv,06-09-2020,June
South Carolina,US,10-06-2020 04:07,33.8569,-80.945,15228,568,7928,6732,45,295.763175,247982,1898,3.729971106,84000045,USA,4816.38716,12.46388232,06-09-2020.csv,06-09-2020,June
South Dakota,US,10-06-2020 04:07,44.2998,-99.4388,5523,68,4483,972,46,624.3083493,59159,487,1.231214919,84000046,USA,6687.209422,8.817671555,06-09-2020.csv,06-09-2020,June
Tennessee,US,10-06-2020 04:07,35.7478,-86.6923,27575,435,18013,9127,47,403.7823608,521197,1974,1.577515866,84000047,USA,7631.918589,7.158658205,06-09-2020.csv,06-09-2020,June
Texas,US,10-06-2020 04:07,31.0545,-97.5635,78208,1867,51140,25201,48,269.4520646,1147355,,2.389607065,84000048,USA,3956.958576,,06-09-2020.csv,06-09-2020,June
Utah,US,10-06-2020 04:07,40.15,-111.8624,12559,127,7391,5041,49,391.7393802,246860,931,1.011227009,84000049,USA,7700.038491,7.41301059,06-09-2020.csv,06-09-2020,June
Vermont,US,10-06-2020 04:07,44.0459,-72.7107,1084,55,901,128,50,173.7210111,44228,,5.073800738,84000050,USA,7087.945461,,06-09-2020.csv,06-09-2020,June
Virgin Islands,US,10-06-2020 04:07,18.3358,-64.8963,71,6,63,2,78,66.1893575,2208,,8.450704225,850,VIR,2058.395794,,06-09-2020.csv,06-09-2020,June
Virginia,US,10-06-2020 04:07,37.7693,-78.17,51738,1496,6677,43565,51,606.1494327,390856,7846,2.891491747,84000051,USA,4579.170874,15.16486915,06-09-2020.csv,06-09-2020,June
Washington,US,10-06-2020 04:07,47.4009,-121.4905,24354,1176,,23178,53,319.8206462,410290,3699,4.82877556,84000053,USA,5387.99429,15.18847007,06-09-2020.csv,06-09-2020,June
West Virginia,US,10-06-2020 04:07,38.4912,-80.9545,2169,84,1477,608,54,121.0280183,114338,,3.87275242,84000054,USA,6379.945395,,06-09-2020.csv,06-09-2020,June
Wisconsin,US,10-06-2020 04:07,44.2685,-89.6165,21308,661,14583,6064,55,365.9637877,368518,2904,3.102121269,84000055,USA,6329.277412,13.62868406,06-09-2020.csv,06-09-2020,June
Wyoming,US,10-06-2020 04:07,42.756,-107.3025,970,17,789,164,56,167.5999855,30336,91,1.75257732,84000056,USA,5241.559958,9.381443299,06-09-2020.csv,06-09-2020,June
Alabama,US,11-06-2020 03:33,32.3182,-86.9023,21989,744,13508,7737,1,448.4636007,273057,2129,3.383509937,84000001,USA,5568.972005,9.682113784,06-10-2020.csv,06-10-2020,June
Alaska,US,11-06-2020 03:33,61.3707,-152.4044,592,11,392,189,2,80.92461844,67720,,1.858108108,84000002,USA,9257.120204,,06-10-2020.csv,06-10-2020,June
American Samoa,US,11-06-2020 03:33,-14.271,-170.132,0,0,,0,60,0,174,,,16,ASM,312.7190381,,06-10-2020.csv,06-10-2020,June
Arizona,US,11-06-2020 03:33,33.7298,-111.4312,29852,1101,5851,22900,4,410.1272243,299687,3476,3.688195096,84000004,USA,4117.305289,11.64411095,06-10-2020.csv,06-10-2020,June
Arkansas,US,11-06-2020 03:33,34.9697,-92.3731,10368,165,7116,3087,5,343.5610795,176217,901,1.591435185,84000005,USA,5839.246021,8.690200617,06-10-2020.csv,06-10-2020,June
California,US,11-06-2020 03:33,36.1162,-119.6816,139715,4854,,134861,6,353.5994419,2540798,,3.474215367,84000006,USA,6430.410154,,06-10-2020.csv,06-10-2020,June
Colorado,US,11-06-2020 03:33,39.0598,-105.3111,28484,1572,4130,22782,8,494.622431,226094,5025,5.518887797,84000008,USA,3926.104617,17.64148294,06-10-2020.csv,06-10-2020,June
Connecticut,US,11-06-2020 03:33,41.5978,-72.7554,44347,4120,7284,32943,9,1243.854983,316913,9669,9.290369134,84000009,USA,8888.849621,21.80305319,06-10-2020.csv,06-10-2020,June
Delaware,US,11-06-2020 03:33,39.3185,-75.5071,10056,413,5939,3704,10,1032.693753,71745,,4.107000796,84000010,USA,7367.801644,,06-10-2020.csv,06-10-2020,June
Diamond Princess,US,11-06-2020 03:33,,,49,0,,49,88888,,,,0,84088888,USA,,,06-10-2020.csv,06-10-2020,June
District of Columbia,US,11-06-2020 03:33,38.8974,-77.0268,9537,499,1143,7895,11,1351.330289,58192,,5.232253329,84000011,USA,8245.424365,,06-10-2020.csv,06-10-2020,June
Florida,US,11-06-2020 03:33,27.7663,-81.6868,67371,2801,,64570,12,313.6782986,1279023,11621,4.157575218,84000012,USA,5955.110634,17.24926155,06-10-2020.csv,06-10-2020,June
Georgia,US,11-06-2020 03:33,33.0406,-83.6431,53980,2329,,51651,13,508.4096207,570955,8974,4.314560948,84000013,USA,5377.528992,16.62467581,06-10-2020.csv,06-10-2020,June
Grand Princess,US,11-06-2020 03:33,,,103,3,,100,99999,,,,2.912621359,84099999,USA,,,06-10-2020.csv,06-10-2020,June
Guam,US,11-06-2020 03:33,13.4443,144.7937,180,5,164,11,66,109.6030543,8282,,2.777777778,316,GUM,5042.958308,,06-10-2020.csv,06-10-2020,June
Hawaii,US,11-06-2020 03:33,21.0943,-157.4983,685,17,621,47,15,48.38007956,56173,84,2.481751825,84000015,USA,3967.378407,12.26277372,06-10-2020.csv,06-10-2020,June
Idaho,US,11-06-2020 03:33,44.2405,-114.4788,3260,85,2554,621,16,182.422016,59052,262,2.607361963,84000016,USA,3304.412542,8.036809816,06-10-2020.csv,06-10-2020,June
Illinois,US,11-06-2020 03:33,40.3495,-88.9861,129837,6095,,123742,17,1024.612011,1100726,,4.694347528,84000017,USA,8686.407423,,06-10-2020.csv,06-10-2020,June
Indiana,US,11-06-2020 03:33,39.8494,-86.2583,38337,2355,26791,9191,18,569.4556282,320094,6261,6.14289068,84000018,USA,4754.65816,16.33148134,06-10-2020.csv,06-10-2020,June
Iowa,US,11-06-2020 03:33,42.0115,-93.2105,22626,631,13628,8367,19,717.1314741,202829,,2.788827013,84000019,USA,6428.668778,,06-10-2020.csv,06-10-2020,June
Kansas,US,11-06-2020 03:33,38.5266,-96.7265,10750,240,657,9853,20,368.9955837,123742,954,2.23255814,84000020,USA,4247.465258,8.874418605,06-10-2020.csv,06-10-2020,June
Kentucky,US,11-06-2020 03:33,37.6681,-84.6701,11883,484,3375,8024,21,265.9773891,274414,2396,4.073045527,84000021,USA,6142.213183,20.16325844,06-10-2020.csv,06-10-2020,June
Louisiana,US,11-06-2020 03:33,31.1695,-91.8678,44030,2968,33904,7158,22,947.1273625,460120,,6.740858506,84000022,USA,9897.620759,,06-10-2020.csv,06-10-2020,June
Maine,US,11-06-2020 03:33,44.6939,-69.3819,2637,100,2023,514,23,196.174413,63940,303,3.792188093,84000023,USA,4756.690165,11.49032992,06-10-2020.csv,06-10-2020,June
Maryland,US,11-06-2020 03:33,39.0639,-76.8021,59465,2844,4310,52311,24,983.5948975,384642,9755,4.782645254,84000024,USA,6362.261979,16.40460775,06-10-2020.csv,06-10-2020,June
Massachusetts,US,11-06-2020 03:33,42.2302,-71.5301,104156,7454,,96702,25,1511.149143,672090,10582,7.156572833,84000025,USA,9751.029488,10.15976036,06-10-2020.csv,06-10-2020,June
Michigan,US,11-06-2020 03:33,43.3266,-84.5361,65182,5955,42041,17186,26,652.6778145,737335,,9.13595778,84000026,USA,7383.053547,,06-10-2020.csv,06-10-2020,June
Minnesota,US,11-06-2020 03:33,45.6945,-93.9002,28869,1267,24675,2927,27,511.8951024,369795,3482,4.388790744,84000027,USA,6557.076774,12.06138072,06-10-2020.csv,06-10-2020,June
Mississippi,US,11-06-2020 03:33,32.7416,-89.6787,18483,868,13356,4259,28,621.0374548,213885,2614,4.696207326,84000028,USA,7186.636153,14.14272575,06-10-2020.csv,06-10-2020,June
Missouri,US,11-06-2020 03:33,38.4561,-92.2884,15512,851,,14661,29,252.7443092,251629,,5.486075297,84000029,USA,4099.909604,,06-10-2020.csv,06-10-2020,June
Montana,US,11-06-2020 03:33,46.9219,-110.4544,561,18,487,56,30,52.4898529,54616,74,3.20855615,84000030,USA,5110.135126,13.19073084,06-10-2020.csv,06-10-2020,June
Nebraska,US,11-06-2020 03:33,41.1254,-98.2681,16058,191,8820,7047,31,830.124772,125162,989,1.189438286,84000031,USA,6470.299957,6.158923901,06-10-2020.csv,06-10-2020,June
Nevada,US,11-06-2020 03:33,38.3135,-117.0554,10218,449,557,9212,32,331.7364445,187323,,4.394206303,84000032,USA,6081.607555,,06-10-2020.csv,06-10-2020,June
New Hampshire,US,11-06-2020 03:33,43.4525,-71.5639,5178,301,3501,1376,33,380.8162176,88647,496,5.813055234,84000033,USA,6519.547168,9.578988026,06-10-2020.csv,06-10-2020,June
